document id	subject	predicate	predicate lemmatized	object	confidence	sentence
30220001	Fruits from Apium graveolens	 are used traditionally	  be use traditionally	in Persian medicine for the treatment of uncomplicated urinary tract infections	0.47	Fruits from Apium graveolens ( celery ) are used traditionally in Persian and European medicine for the treatment of uncomplicated urinary tract infections .
30220002	The fruits of Apium graveolens L.	 are used	  be use	in traditional European medicine for the treatment of uncomplicated urinary tract infections	0.53	The fruits of Apium graveolens L. ( celery ) are used in traditional Persian and European medicine for the treatment of uncomplicated urinary tract infections ( UTI ) .
30220002	The fruits of Apium graveolens L.	 are used	  be use	in traditional Persian medicine for the treatment of uncomplicated urinary tract infections	0.52	The fruits of Apium graveolens L. ( celery ) are used in traditional Persian and European medicine for the treatment of uncomplicated urinary tract infections ( UTI ) .
30220011	No data	 are	  be	available on A. graveolens extract on the interplay between uropathogenic E. coli	0.66	No data are available on A. graveolens extract on the interplay between uropathogenic E. coli and the eukaryotic host cells and on quorum sensing of the bacteria .
30220011	No data	 are	  be	available on A. graveolens extract on the interplay between the eukaryotic host cells	0.58	No data are available on A. graveolens extract on the interplay between uropathogenic E. coli and the eukaryotic host cells and on quorum sensing of the bacteria .
30220011	No data	 are	  be	available on A. graveolens on sensing of the bacteria extract quorum	0.04	No data are available on A. graveolens extract on the interplay between uropathogenic E. coli and the eukaryotic host cells and on quorum sensing of the bacteria .
30220012	no data	 investigating	  investigate	the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bacterial quorum sensing	0.74	To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing .
30220012	no data	 investigating	  investigate	the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder	0.66	To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing .
30220012	no data	 investigating	  investigate	the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from kidney	0.50	To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing .
30220012	no data	 are	  be	available investigating influence of corresponding drug extracts with regard To date	0.18	To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing .
30220012	no data	 are	  be	available investigating influence of corresponding drug extracts with regard to To date	0.11	To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing .
30220021	The present study	 aimed	  aim	to characterize an anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays	0.58	The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220021	The present study	 aimed	  aim	to characterize an antiadhesive effect of a characterized A. graveolens extract by specific in vitro assays	0.56	The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220021	The present study	 aimed to characterize	  aim to characterize	an anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays	0.54	The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220021	The present study	 aimed to characterize	  aim to characterize	an antiadhesive effect of a characterized A. graveolens extract by specific in vitro assays	0.53	The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220021	The present study	 aimed to	  aim to	correlate these effects with in vivo data	0.23	The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220022	A. graveolens	 using	  use	in vitro studies	0.75	The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220022	The present studies	 describe	  describe	a marked anti-adhesive effect of an extract of A. graveolens	0.46	The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220022	The present studies	 describe	  describe	a marked anti-quorum sensing effect of an extract of A. graveolens	0.62	The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220022	A. graveolens	 using	  use	in vivo studies in the mouse infection model	0.54	The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220022	The present studies	 describe	  describe	a marked anti-adhesive effect of an extract of A. graveolens	0.46	The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220022	A. graveolens	 sensing using	  sense use	in vivo studies in the mouse infection model	0.17	The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220031	Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits	 was characterized	  be characterize	by UHPLC/+ESI-QTOF-MS	0.97	Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits was characterized by UHPLC/+ESI-QTOF-MS and investigated on antiproliferative activity against UPEC ( strain NU14 ) and human T24 bladder cells .
30220031	Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits	 was investigated	  be investigate	on antiproliferative activity against UPEC	0.72	Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits was characterized by UHPLC/+ESI-QTOF-MS and investigated on antiproliferative activity against UPEC ( strain NU14 ) and human T24 bladder cells .
30220031	Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits	 was investigated	  be investigate	on antiproliferative activity against human T24 bladder cells	0.57	Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits was characterized by UHPLC/+ESI-QTOF-MS and investigated on antiproliferative activity against UPEC ( strain NU14 ) and human T24 bladder cells .
30220032	A hydroalcoholic extract EtOH-water , 1:1 ) of A. graveolens fruit	 was phytochemically characterized	  be phytochemically characterize	by UHPLC/+ESI-QTOF-MS	0.87	A hydroalcoholic extract ( Cellery Seed Extract , CSE ; EtOH-water , 1:1 ) of A. graveolens fruit was phytochemically characterized by UHPLC/+ESI-QTOF-MS and evaluated for antiproliferative properties against UPEC ( strain NU14 ) and human T24 blast cells .
30220032	extract EtOH-water , 1:1 ) of A. graveolens fruit	 was evaluated	  be evaluate	for antiproliferative properties against UPEC ( strain	0.42	A hydroalcoholic extract ( Cellery Seed Extract , CSE ; EtOH-water , 1:1 ) of A. graveolens fruit was phytochemically characterized by UHPLC/+ESI-QTOF-MS and evaluated for antiproliferative properties against UPEC ( strain NU14 ) and human T24 blast cells .
30220032	extract 	 EtOH-water , 1:1 ) of A. graveolens fruit	  EtOH - water , 1:1 ) of A. graveolens fruit	was evaluated; for antiproliferative properties against human T24 blast cells	0.31	A hydroalcoholic extract ( Cellery Seed Extract , CSE ; EtOH-water , 1:1 ) of A. graveolens fruit was phytochemically characterized by UHPLC/+ESI-QTOF-MS and evaluated for antiproliferative properties against UPEC ( strain NU14 ) and human T24 blast cells .
30220041	Antiadhesive properties of CSE	 were investigated	  be investigate	within two different in vitro adhesion assays	1.00	Antiadhesive properties of CSE were investigated within two different in vitro adhesion assays .
30220042	Anti-adhesive effects of CSE	 were tested	  be test	by two in vitro adhesion assays	1.00	Anti-adhesive effects of CSE were tested by two in vitro adhesion assays .
30220051	BALB/c mice	 were used	  be use	in an UPEC infection model For in vivo studies	1.00	For in vivo studies BALB/c mice were used in an UPEC infection model .
30220052	BALB/c mice	 were used	  be use	in a UPEC infection model For in vivo studies	0.87	For in vivo studies , BALB/c mice were used in a UPEC infection model and the effect of CSE on bacterial load in bladder and kidney tissues was investigated in the context of 4- and 7-day pretreatment ( 200 , 500 mg/kg ) , respectively .
30220052	the effect of CSE on bacterial load in kidney tissues	 was investigated	  be investigate	in the context of 7-day pretreatment For in vivo studies	0.39	For in vivo studies , BALB/c mice were used in a UPEC infection model and the effect of CSE on bacterial load in bladder and kidney tissues was investigated in the context of 4- and 7-day pretreatment ( 200 , 500 mg/kg ) , respectively .
30220052	the effect of CSE on bacterial load in bladder tissues	 was investigated respectively	  be investigate respectively	in the context of 7-day pretreatment For in vivo studies	0.35	For in vivo studies , BALB/c mice were used in a UPEC infection model and the effect of CSE on bacterial load in bladder and kidney tissues was investigated in the context of 4- and 7-day pretreatment ( 200 , 500 mg/kg ) , respectively .
30220052	the effect of CSE on bacterial load in kidney tissues	 was investigated respectively	  be investigate respectively	in the context of 4- pretreatment For in vivo studies	0.34	For in vivo studies , BALB/c mice were used in a UPEC infection model and the effect of CSE on bacterial load in bladder and kidney tissues was investigated in the context of 4- and 7-day pretreatment ( 200 , 500 mg/kg ) , respectively .
30220052	the effect of CSE on bacterial load in bladder tissues	 was investigated respectively	  be investigate respectively	in the context of 4- pretreatment For in vivo studies	0.32	For in vivo studies , BALB/c mice were used in a UPEC infection model and the effect of CSE on bacterial load in bladder and kidney tissues was investigated in the context of 4- and 7-day pretreatment ( 200 , 500 mg/kg ) , respectively .
30220061	The effect of CSE on bacterial load in bladder tissue	 was monitored	  be monitor	within a 4- days pretreatment	0.42	The effect of CSE on bacterial load in bladder tissue was monitored within a 4- and 7 days pretreatment ( 200 , 500 mg/kg ) of the animals .
30220061	The effect of CSE on bacterial load in bladder tissue	 was monitored	  be monitor	within a 7 days pretreatment the	0.20	The effect of CSE on bacterial load in bladder tissue was monitored within a 4- and 7 days pretreatment ( 200 , 500 mg/kg ) of the animals .
30220062	CSE	 is phytochemically characterized	  be phytochemically characterize	by the presence of luteolin glycosides	0.71	CSE is phytochemically characterized by the presence of luteolin glycosides , similar flavones , and furanocoumarins .
30220062	CSE	 is phytochemically characterized	  be phytochemically characterize	by the presence of similar flavones	0.37	CSE is phytochemically characterized by the presence of luteolin glycosides , similar flavones , and furanocoumarins .
30220062	CSE	 is phytochemically characterized	  be phytochemically characterize	by the presence of furanocoumarins	0.22	CSE is phytochemically characterized by the presence of luteolin glycosides , similar flavones , and furanocoumarins .
30220071	CSE	 was dominated	  be dominate	by the presence of luteolin-glycosides besides furocoumarins	0.75	CSE was dominated by the presence of luteolin-glycosides and related flavones besides furocoumarins .
30220071	CSE	 was dominated	  be dominate	by the presence of related flavones besides furocoumarins	0.37	CSE was dominated by the presence of luteolin-glycosides and related flavones besides furocoumarins .
30220072	CSE	 exhibits	  exhibit	concentration-dependent antiadhesive effects against UPEC strain	0.60	CSE shows no cytotoxic effects against UPEC and blast cells , but exhibits concentration-dependent antiadhesive effects against UPEC strain NU14 and UTI89 .
30220072	CSE	 shows	  show	no cytotoxic effects against UPEC	0.53	CSE shows no cytotoxic effects against UPEC and blast cells , but exhibits concentration-dependent antiadhesive effects against UPEC strain NU14 and UTI89 .
30220072	CSE	 shows	  show	no cytotoxic effects against blast cells	0.50	CSE shows no cytotoxic effects against UPEC and blast cells , but exhibits concentration-dependent antiadhesive effects against UPEC strain NU14 and UTI89 .
30220072	CSE	 exhibits	  exhibit	concentration-dependent antiadhesive effects against UTI89	0.39	CSE shows no cytotoxic effects against UPEC and blast cells , but exhibits concentration-dependent antiadhesive effects against UPEC strain NU14 and UTI89 .
30220081	CSE	 had	  have	no cytotoxic effects against UPEC	0.49	CSE had no cytotoxic effects against UPEC and bladder cells .
30220081	CSE	 had	  have	no cytotoxic effects against bladder cells	0.33	CSE had no cytotoxic effects against UPEC and bladder cells .
30220082	CSE	 inhibits	  inhibit	bacterial quorum sensing in a concentration-dependent manner	0.98	CSE inhibits bacterial quorum sensing in a concentration-dependent manner .
30220091	CSE	 exerts	  exert	a dose dependent antiadhesive activity against UPEC	0.99	CSE exerts a dose dependent antiadhesive activity against UPEC strains NU14 and UTI89 .
30220091	a dose dependent antiadhesive activity against UPEC	 strains	  strain	NU14	0.42	CSE exerts a dose dependent antiadhesive activity against UPEC strains NU14 and UTI89 .
30220091	a dose dependent antiadhesive activity against UPEC	 strains	  strain	UTI89	0.35	CSE exerts a dose dependent antiadhesive activity against UPEC strains NU14 and UTI89 .
30220092	7 day pretreatment of mice with CSE	 followed	  follow	by transurethal UPEC NU14 infection	0.88	In vivo 4 and 7 day pretreatment of mice with CSE followed by transurethal UPEC NU14 infection significantly inhibited bacterial load in bladder tissue .
30220092	4 day pretreatment of mice with CSE	 followed	  follow	by transurethal UPEC NU14 infection	0.43	In vivo 4 and 7 day pretreatment of mice with CSE followed by transurethal UPEC NU14 infection significantly inhibited bacterial load in bladder tissue .
30220092	In vivo 4 day pretreatment of mice with CSE	 significantly inhibited	  significantly inhibit	bacterial load in bladder tissue	0.41	In vivo 4 and 7 day pretreatment of mice with CSE followed by transurethal UPEC NU14 infection significantly inhibited bacterial load in bladder tissue .
30220092	In vivo 7 day pretreatment of mice with CSE	 significantly inhibited	  significantly inhibit	bacterial load in bladder tissue	0.19	In vivo 4 and 7 day pretreatment of mice with CSE followed by transurethal UPEC NU14 infection significantly inhibited bacterial load in bladder tissue .
30220101	CSE	 inhibited	  inhibit	in a concentration-dependent manner	0.88	CSE inhibited in a concentration-dependent manner bacterial quorum sensing .
30220101	a concentration-dependent manner bacterial quorum	 sensing	  sense		0.40	CSE inhibited in a concentration-dependent manner bacterial quorum sensing .
30220102	the traditional use of the drug in UTI	 appears	  appear		0.97	Based on these data , the traditional use of the drug in UTI appears to be justified .
30220102	the traditional use of the drug in UTI	 to be justified	  to be justify		0.96	Based on these data , the traditional use of the drug in UTI appears to be justified .
30220111	CSE	 transurethrally infected	  transurethrally infect	with UPEC NU14	0.96	4- and 7-day pretreatment of animals with CSE transurethrally infected with UPEC NU14 , significantly reduced the bacterial load in bladder tissue .
30220111	7-day pretreatment of animals with CSE	 significantly reduced	  significantly reduce	the bacterial load in bladder tissue	0.75	4- and 7-day pretreatment of animals with CSE transurethrally infected with UPEC NU14 , significantly reduced the bacterial load in bladder tissue .
30220111	4- pretreatment of animals with CSE	 significantly reduced	  significantly reduce	the bacterial load in bladder tissue	0.59	4- and 7-day pretreatment of animals with CSE transurethrally infected with UPEC NU14 , significantly reduced the bacterial load in bladder tissue .
30220121	an antiadhesive extract	 is justified	  be justify	the traditional use in phytotherapy for UTI	0.97	CSE is assessed as an antiadhesive extract for which the traditional use in phytotherapy for UTI is justified .
30220121	CSE	 is assessed	  be assess	as an antiadhesive extract	0.96	CSE is assessed as an antiadhesive extract for which the traditional use in phytotherapy for UTI is justified .
30230001	2- ( 4-Chlorophenyl ) -4-metathiazanone	 is	  be	the intermediate product for the two step-synthesis of chlormezanone (	0.73	2- ( 4-Chlorophenyl ) -4-metathiazanone ( 2 ) is the intermediate product for the two step-synthesis of chlormezanone ( 1 ) , a centrally acting muscle relaxant .
30230002	2- ( 4-Chlorophenyl ) -4-metathiazanone ( 2	 is	  be	the intermediate in the two-step synthesis of chlormezanone (	0.72	2- ( 4-Chlorophenyl ) -4-metathiazanone ( 2 ) is the intermediate in the two-step synthesis of chlormezanone ( 1 ) , a centrally acting muscle relaxant .
30230011	The second step	 includes	  include	the oxidation of its sulfur atom	1.00	The second step includes the oxidation of its sulfur atom .
30230012	The second step	 is	  be	the oxidation of the sulfur atom	1.00	The second step is the oxidation of the sulfur atom .
30230021	the subsequent addition of β-mercaptopropionic acid	 leads	  lead	to a remarkable better yield	0.97	It has been found that the foregoing reaction of 4-chlorobenzaldehyde with methylamine forming the hemiaminale and the subsequent addition of β-mercaptopropionic acid leads to a remarkable better yield ( 67 % of th . )
30230021	methylamine	 forming	  form	the hemiaminale	0.95	It has been found that the foregoing reaction of 4-chlorobenzaldehyde with methylamine forming the hemiaminale and the subsequent addition of β-mercaptopropionic acid leads to a remarkable better yield ( 67 % of th . )
30230021	the foregoing reaction of 4-chlorobenzaldehyde with methylamine	 leads	  lead	to a remarkable better yield	0.79	It has been found that the foregoing reaction of 4-chlorobenzaldehyde with methylamine forming the hemiaminale and the subsequent addition of β-mercaptopropionic acid leads to a remarkable better yield ( 67 % of th . )
30230021	It	 has been found	  have be find		0.73	It has been found that the foregoing reaction of 4-chlorobenzaldehyde with methylamine forming the hemiaminale and the subsequent addition of β-mercaptopropionic acid leads to a remarkable better yield ( 67 % of th . )
30230031	the route via ( 42 % of th . ) .2	 could be oxidized	  can be oxidize	with sodium perborate superior to potassium permanganate hemimercaptale	0.15	than the route via the hemimercaptale ( 42 % of th . ) .2 could be oxidized with sodium perborate superior to potassium permanganate .
30230032	the reverse	 is added	  be add		0.90	of 2 is obtained when the half-aminal is first formed from 4-chlorobenzaldehyde and methylamine , which then reacts with β-mercaptopropionic acid , than when the reverse is added via the half-mercaptal ( 42 % d.th . ) .
30230032	methylamine	 reacts	  react	with β-mercaptopropionic acid then	0.84	of 2 is obtained when the half-aminal is first formed from 4-chlorobenzaldehyde and methylamine , which then reacts with β-mercaptopropionic acid , than when the reverse is added via the half-mercaptal ( 42 % d.th . ) .
30230032	4-chlorobenzaldehyde	 reacts	  react	with β-mercaptopropionic acid then	0.58	of 2 is obtained when the half-aminal is first formed from 4-chlorobenzaldehyde and methylamine , which then reacts with β-mercaptopropionic acid , than when the reverse is added via the half-mercaptal ( 42 % d.th . ) .
30230032	the reverse	 is added	  be add	via the half-mercaptal d.th	0.53	of 2 is obtained when the half-aminal is first formed from 4-chlorobenzaldehyde and methylamine , which then reacts with β-mercaptopropionic acid , than when the reverse is added via the half-mercaptal ( 42 % d.th . ) .
30230032	the half-aminal	 is formed	  be form	from 4-chlorobenzaldehyde first	0.48	of 2 is obtained when the half-aminal is first formed from 4-chlorobenzaldehyde and methylamine , which then reacts with β-mercaptopropionic acid , than when the reverse is added via the half-mercaptal ( 42 % d.th . ) .
30230041	The racemic chlormezanone	 is resolved quickly	  be resolve quickly	on a gram scale by preparative column chromatography on a Chiralcel® OD column	0.99	The racemic chlormezanone ( 1 ) is resolved quickly on a gram scale by preparative column chromatography on a Chiralcel® OD column ( tris ( 3,5-dimethyl-phenyl-carbamoyl ) cellulose on silicagel ) .
30230042	Sodium perborate	 is	  be	clearly superior to potassium permanganate as an oxidizing agent	0.99	Sodium perborate is clearly superior to potassium permanganate as an oxidizing agent .
30230042	Sodium perborate	 to	  to	potassium permanganate as an oxidizing agent	0.61	Sodium perborate is clearly superior to potassium permanganate as an oxidizing agent .
30230051	The resolution	 needed	  need	only 40 min	0.94	The resolution needed only 40 min , if flow rate , composition of the mobile phase and temperature as the most important factors are determined prior with an analytical column .
30230051	flow rate	 are determined	  be determine	prior with an analytical column	0.57	The resolution needed only 40 min , if flow rate , composition of the mobile phase and temperature as the most important factors are determined prior with an analytical column .
30230051	temperature as the most important factors	 are determined	  be determine	prior with an analytical column	0.56	The resolution needed only 40 min , if flow rate , composition of the mobile phase and temperature as the most important factors are determined prior with an analytical column .
30230051	composition of the mobile phase	 are determined	  be determine	prior with an analytical column	0.34	The resolution needed only 40 min , if flow rate , composition of the mobile phase and temperature as the most important factors are determined prior with an analytical column .
30230052	The racemic chloromezanone	 can be separated rapidly	  can be separate rapidly	in the grammaÞstab on a Chiralcel® column	0.45	The racemic chloromezanone ( 1 ) can be separated rapidly in the grammaÞstab on a Chiralcel® OD column .
30230061	Both dissociation constants	 could be determined	  can be determine	for the first time with the aid of a log pKa-Titrator of the Sirius Co.	0.98	Both dissociation constants could be determined for the first time with the aid of a log pKa-Titrator of the Sirius Co. , which needs for the registration of the curves only 15–17 min in the pH range of 2–12 .
30230061	the Sirius Co.	 needs	  need	for the registration of the curves only	0.47	Both dissociation constants could be determined for the first time with the aid of a log pKa-Titrator of the Sirius Co. , which needs for the registration of the curves only 15–17 min in the pH range of 2–12 .
30230062	the separation	 requires	  require	only 40 min then	0.96	If the crucial factors such as flow rate , mobile phase composition and temperature are first determined on analytical columns , then the separation requires only 40 min .
30230062	the crucial factors such as flow rate	 are determined	  be determine	on analytical columns first	0.65	If the crucial factors such as flow rate , mobile phase composition and temperature are first determined on analytical columns , then the separation requires only 40 min .
30230062	the crucial factors such as temperature	 are determined	  be determine	on analytical columns first	0.25	If the crucial factors such as flow rate , mobile phase composition and temperature are first determined on analytical columns , then the separation requires only 40 min .
30230062	the crucial factors such as mobile phase composition	 are determined	  be determine	on analytical columns first	0.21	If the crucial factors such as flow rate , mobile phase composition and temperature are first determined on analytical columns , then the separation requires only 40 min .
30230071	This speed	 outplayed	  outplay	the disturbing cleavage of the S-C bond of chlormezanone at strong acidic pH values	0.39	This speed outplayed the disturbing cleavage of the S-C bond of chlormezanone at strong acidic and alkaline pH values .
30230071	This speed	 outplayed	  outplay	the disturbing cleavage of the S-C bond of chlormezanone at strong alkaline pH values	0.25	This speed outplayed the disturbing cleavage of the S-C bond of chlormezanone at strong acidic and alkaline pH values .
30230072	the log pKa titrator from Sirius Co.	 requires	  require	only 15-17 min to register the titration curves in the pH range 2-12	0.97	For the first time , the two dissociation constants of 1 could be determined using the log pKa titrator from Sirius Co. which requires only 15-17 min to register the titration curves in the pH range 2-12 .
30230072	the two dissociation constants of 1	 could be determined	  can be determine	For the first time	0.95	For the first time , the two dissociation constants of 1 could be determined using the log pKa titrator from Sirius Co. which requires only 15-17 min to register the titration curves in the pH range 2-12 .
30230072	only 15-17 min	 to register	  to register	the titration curves in the pH range 2-12	0.81	For the first time , the two dissociation constants of 1 could be determined using the log pKa titrator from Sirius Co. which requires only 15-17 min to register the titration curves in the pH range 2-12 .
30230082	This speed	 glosses	  gloss	over the interfering break in the S-C bond of 1 in the strongly acidic pH ranges	0.48	This speed glosses over the interfering break in the S-C bond of 1 in the strongly acidic and strongly alkaline pH ranges .
30230082	the interfering break in the S-C bond of 1 in the strongly acidic pH	 ranges	  range		0.40	This speed glosses over the interfering break in the S-C bond of 1 in the strongly acidic and strongly alkaline pH ranges .
30230082	the interfering break in the S-C bond of 1 in the strongly alkaline pH	 ranges	  range		0.36	This speed glosses over the interfering break in the S-C bond of 1 in the strongly acidic and strongly alkaline pH ranges .
30240001	an antiseptic wound powder	 based	  base	on the antibiotic tyrothricin	0.97	Background and objectives : The efficacy and tolerance of an antiseptic wound powder based on the antibiotic tyrothricin was investigated in a prospective , randomized multicenter trial in patients with posttraumatic and surgical cutaneous lesions .
30240001	The tolerance of an antiseptic wound powder	 was investigated	  be investigate	in a prospective , randomized multicenter trial in patients with posttraumatic cutaneous lesions	0.35	Background and objectives : The efficacy and tolerance of an antiseptic wound powder based on the antibiotic tyrothricin was investigated in a prospective , randomized multicenter trial in patients with posttraumatic and surgical cutaneous lesions .
30240001	The efficacy of an antiseptic wound powder	 was investigated	  be investigate	in a prospective , randomized multicenter trial in patients with posttraumatic cutaneous lesions	0.34	Background and objectives : The efficacy and tolerance of an antiseptic wound powder based on the antibiotic tyrothricin was investigated in a prospective , randomized multicenter trial in patients with posttraumatic and surgical cutaneous lesions .
30240001	The tolerance of an antiseptic wound powder	 was investigated	  be investigate	in a prospective , randomized multicenter trial in patients with surgical cutaneous lesions	0.34	Background and objectives : The efficacy and tolerance of an antiseptic wound powder based on the antibiotic tyrothricin was investigated in a prospective , randomized multicenter trial in patients with posttraumatic and surgical cutaneous lesions .
30240001	The efficacy of an antiseptic wound powder	 was investigated	  be investigate	in a prospective , randomized multicenter trial in patients with surgical cutaneous lesions	0.33	Background and objectives : The efficacy and tolerance of an antiseptic wound powder based on the antibiotic tyrothricin was investigated in a prospective , randomized multicenter trial in patients with posttraumatic and surgical cutaneous lesions .
30240002	an antibiotic wound powder	 containing	  contain	the active ingredient tyrothricin	0.97	Background and Purpose : In a prospective , randomized multicenter study , the efficacy and tolerability of an antibiotic wound powder containing the active ingredient tyrothricin were investigated in posttraumatic and postoperative skin lesions .
30240002	the tolerability of an antibiotic wound powder	 were investigated	  be investigate	in posttraumatic skin lesions In a prospective , randomized multicenter study	0.49	Background and Purpose : In a prospective , randomized multicenter study , the efficacy and tolerability of an antibiotic wound powder containing the active ingredient tyrothricin were investigated in posttraumatic and postoperative skin lesions .
30240002	the tolerability of an antibiotic wound powder	 were investigated	  be investigate	in postoperative skin lesions In a prospective , randomized multicenter study	0.46	Background and Purpose : In a prospective , randomized multicenter study , the efficacy and tolerability of an antibiotic wound powder containing the active ingredient tyrothricin were investigated in posttraumatic and postoperative skin lesions .
30240002	the efficacy of an antibiotic wound powder	 were investigated	  be investigate	in posttraumatic skin lesions In a prospective , randomized multicenter study	0.38	Background and Purpose : In a prospective , randomized multicenter study , the efficacy and tolerability of an antibiotic wound powder containing the active ingredient tyrothricin were investigated in posttraumatic and postoperative skin lesions .
30240002	the efficacy of an antibiotic wound powder	 were investigated	  be investigate	in postoperative skin lesions In a prospective , randomized multicenter study	0.36	Background and Purpose : In a prospective , randomized multicenter study , the efficacy and tolerability of an antibiotic wound powder containing the active ingredient tyrothricin were investigated in posttraumatic and postoperative skin lesions .
30240011	area	 ≥	  ≥	200 mm2	0.82	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
30240011	131 male patients from 18–85 years	 were included	  be include	with posttraumatic cutaneous lesions with infection In 5 centers	0.22	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
30240011	131 male patients from 18–85 years	 were included	  be include	with posttraumatic cutaneous lesions in danger of infection In 5 centers	0.22	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
30240011	131 female patients from 18–85 years	 were included	  be include	with posttraumatic cutaneous lesions with infection In 5 centers	0.22	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
30240011	131 female patients from 18–85 years	 were included	  be include	with posttraumatic cutaneous lesions in danger of infection In 5 centers	0.22	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
30240011	area	 ≥	  ≥	200 mm2	0.82	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
30240011	131 male patients from 18–85 years	 were included	  be include	with posttraumatic cutaneous lesions in danger of infection In 5 centers	0.22	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
30240011	131 female patients from 18–85 years	 were included	  be include	with posttraumatic cutaneous lesions with infection In 5 centers	0.22	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
30240011	131 female patients from 18–85 years	 were included	  be include	with posttraumatic cutaneous lesions in danger of infection In 5 centers	0.22	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
30240011	131 male patients from 18–85 years	 were included	  be include	with surgical cutaneous lesions in danger of infection In 5 centers	0.20	Patients and methods : In 5 centers , 131 male and female patients from 18–85 years were included with posttraumatic or surgical cutaneous lesions with infection or in danger of infection ( area ≥ 200 mm2 ) .
