document id	subject	predicate	predicate lemmatized	object	confidence	sentence
20130022	young people	 belonging	  belong	to minorities	0.32	After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas .
20130031	Identity concepts of young members of the minority as also concepts of large group identities	 widen	  widen	the topic	0.97	Identity concepts of young members of the minority as also concepts of large group identities widen the topic .
20130032	conclusions	 are drawn	  be draw	In the last chapter	0.58	In the last chapter , the individual topics are brought together once again and conclusions are drawn .
20130032	the individual topics	 are brought	  be bring	In the last chapter together once	0.15	In the last chapter , the individual topics are brought together once again and conclusions are drawn .
20140001	The article	 represents	  represent	the first empirical contribution on opportunities of interest intermediation at the sectoral level of the European Union	0.58	The article represents the first empirical contribution on opportunities and constraints of interest intermediation at the sectoral level of the European Union .
20140001	The article	 represents	  represent	the first empirical contribution on constraints of interest intermediation at the sectoral level of the European Union	0.52	The article represents the first empirical contribution on opportunities and constraints of interest intermediation at the sectoral level of the European Union .
20140002	The article	 represents	  represent	the first empirical contribution to the possibilities of interest mediation at the sectoral level of the European Union	0.51	The article represents the first empirical contribution to the possibilities and limits of interest mediation at the sectoral level of the European Union , taking the public service as an example .
20140002	The article	 represents	  represent	the first empirical contribution to the limits of interest mediation at the sectoral level of the European Union	0.49	The article represents the first empirical contribution to the possibilities and limits of interest mediation at the sectoral level of the European Union , taking the public service as an example .
20140011	Our case study	 takes	  take	the public service as an example	1.00	Our case study takes the public service as an example .
20140012	our results	 show	  show	that transnational organization of interests is more advanced on the part of workers han on the part of employers	0.98	On the one hand , our results show that transnational organization of interests is more advanced on the part of workers han on the part of employers .
20140012	transnational organization of interests	 is	  be	more advanced on the part of workers han on the part of employers	0.98	On the one hand , our results show that transnational organization of interests is more advanced on the part of workers han on the part of employers .
20140021	the transnational organization of interests	 has made	  have make	more progress on the employees ' than on the employers ' side	0.98	On the one hand our results show that the transnational organization of interests has made more progress on the employees ' than on the employers ' side .
20140021	our results	 show	  show	that the transnational organization of interests has made more progress on the employees ' than on the employers ' side	0.97	On the one hand our results show that the transnational organization of interests has made more progress on the employees ' than on the employers ' side .
20140022	none of the corporate actors	 seriously intends	  seriously intend	to surrender rights to transnational federations	0.97	On the other hand , none of the corporate actors seriously intends to surrender rights to transnational federations .
20140022	none of the corporate actors	 seriously intends to surrender	  seriously intend to surrender	rights to transnational federations	0.96	On the other hand , none of the corporate actors seriously intends to surrender rights to transnational federations .
20140031	none of the corporate actors	 intends seriously	  intend seriously	to transfer national authority to the transnational associations	0.97	On the other hand none of the corporate actors intends seriously to transfer national authority to the transnational associations .
20140031	none of the corporate actors	 intends seriously to transfer	  intend seriously to transfer	national authority to the transnational associations	0.96	On the other hand none of the corporate actors intends seriously to transfer national authority to the transnational associations .
20140032	lobbying	 will remain	  will remain	the most efficient form of influence in the short term	0.96	Different strategies of interest enforcement have different temporal perspectives : in the short term , lobbying will remain the most efficient form of influence .
20140032	Different strategies of interest enforcement	 have	  have	different temporal perspectives : short	0.14	Different strategies of interest enforcement have different temporal perspectives : in the short term , lobbying will remain the most efficient form of influence .
20140041	lobbying	 will remain	  will remain	the most efficient strategy of influence In the short run	0.97	Different strategies of interest representation will have divergent time horizons : In the short run , lobbying will remain the most efficient strategy of influence .
20140041	Different strategies of interest representation	 will have	  will have	divergent time horizons	0.96	Different strategies of interest representation will have divergent time horizons : In the short run , lobbying will remain the most efficient strategy of influence .
20140042	largely decentralized social dialogues	 may gain	  may gain	importance in those subsectors of the public service In the medium term	0.98	In the medium term , largely decentralized social dialogues may gain importance in those subsectors of the public service that perform transnational tasks .
20140042	the public service	 perform	  perform	transnational tasks	0.95	In the medium term , largely decentralized social dialogues may gain importance in those subsectors of the public service that perform transnational tasks .
20140051	vastly decentralized social dialogues in those parts of the public sector with transnational tasks	 might gain	  may gain	in importance In the medium-term	0.98	In the medium-term , vastly decentralized social dialogues in those parts of the public sector with transnational tasks might gain in importance .
20140052	collective bargaining	 could become	  can become	possible in the long term initially in the area of qualitative collective bargaining policy	0.86	At most , collective bargaining could become possible in the long term , initially in the area of qualitative collective bargaining policy .
20140061	at all collective bargaining , first of all about qualitative matters	 might be	  may be	possible in long run	0.19	Only in the long run , if at all , collective bargaining , first of all about qualitative matters , might be possible .
20140062	Pragmatically motivated steps toward rapprochement between different employee organizations	 contribute	  contribute	to a remarkable reduction in differences of interest	0.98	Pragmatically motivated steps toward rapprochement between different employee organizations contribute to a remarkable reduction in differences of interest that were long considered insurmountable at the national level .
20140071	Pragmatically oriented steps of reconciliation between different organizations of employees	 contribute	  contribute	to a remarkable reduction of differences of interests	0.97	Pragmatically oriented steps of reconciliation between different organizations of employees contribute to a remarkable reduction of differences of interests which have been seen impossible to overcome at the national level for a long time .
20140071	interests	 have been seen	  have be see	impossible to overcome at the national level for a long time	0.96	Pragmatically oriented steps of reconciliation between different organizations of employees contribute to a remarkable reduction of differences of interests which have been seen impossible to overcome at the national level for a long time .
20150001	This article	 introduces	  introduce	a liberal alternative to the well-known decision models under risk in the form of a rule-based fuzzy decision model	1.00	This article introduces a liberal alternative to the well-known decision models under risk in the form of a rule-based fuzzy decision model .
20150002	A more liberal alternative to the well-known decision models under risk	 is presented	  be present	in the form of a rule-based fuzzy decision model	1.00	A more liberal alternative to the well-known decision models under risk is presented in the form of a rule-based fuzzy decision model .
20150011	The structure of the model	 corresponds	  correspond	to a simple , knowledge-based ( expert- ) system	0.96	The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions .
20150011	a simple , knowledge-based ( expert- ) system	 to justify	  to justify	its assumptions	0.48	The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions .
20150011	a simple , knowledge-based ( expert- ) system	 is	  be	capable to justify its conclusions	0.43	The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions .
20150011	a simple , knowledge-based ( expert- ) system	 is	  be	capable to justify its assumptions	0.42	The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions .
20150011	a simple , knowledge-based ( expert- ) system	 to justify	  to justify	its conclusions	0.38	The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions .
20150012	The model structure	 is	  be	that of a simple knowledge-based ( expert ) system	0.97	The model structure is that of a simple knowledge-based ( expert ) system that can justify its conclusions and model assumptions .
20150012	a simple knowledge-based ( expert ) system	 can justify	  can justify	its conclusions	0.74	The model structure is that of a simple knowledge-based ( expert ) system that can justify its conclusions and model assumptions .
20150012	a simple knowledge-based ( expert ) system	 can justify	  can justify	model assumptions	0.37	The model structure is that of a simple knowledge-based ( expert ) system that can justify its conclusions and model assumptions .
20150021	the computer program	 models	  model	the inference processes of human decision makers in rules of decision On the basis of empirical data	0.49	On the basis of empirical data the computer program models the inference processes of human decision makers in fuzzy-categories and rules of decision .
20150021	the computer program	 models	  model	the inference processes of human decision makers in fuzzy-categories On the basis of empirical data	0.22	On the basis of empirical data the computer program models the inference processes of human decision makers in fuzzy-categories and rules of decision .
20150022	the computer model	 maps	  map	the reasoning of human decision makers into fuzzy categories	0.44	Based on empirical data , the computer model maps the reasoning of human decision makers into fuzzy categories and decision rules .
20150022	the computer model	 maps	  map	the reasoning of human decision makers into decision rules	0.29	Based on empirical data , the computer model maps the reasoning of human decision makers into fuzzy categories and decision rules .
20150031	The model	 claims	  claim	to reproduce decision processes with risky alternatives more adequate than conventional models	0.98	The model claims to reproduce decision processes with risky alternatives more adequate than conventional models .
20150031	The model	 claims to reproduce	  claim to reproduce	decision processes with risky alternatives more adequate than conventional models	0.92	The model claims to reproduce decision processes with risky alternatives more adequate than conventional models .
20150032	It	 claims	  claim	to be a more adequate mental model of decision processes with risky alternatives	0.98	It claims to be a more adequate mental model of decision processes with risky alternatives .
20150032	It	 to be	  to be	a more adequate mental model of decision processes with risky alternatives	0.95	It claims to be a more adequate mental model of decision processes with risky alternatives .
20150041	the computer-based decisions	 produced	  produce	strong correspondences with regard to the choice of the same alternatives In comparison with human test subjects	1.00	In comparison with human test subjects the computer-based decisions produced strong correspondences with regard to the choice of the same alternatives .
20150042	A comparison of the model decisions with subject decisions	 showed	  show	a high degree of agreement with respect to equal choice of alternatives	1.00	A comparison of the model decisions with subject decisions showed a high degree of agreement with respect to equal choice of alternatives .
